Message,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
Aiyo u just come lor.,,21,,,,,
Ok not ok also Bo bian. No matter what I need to go at 4. Pk and I doing now.,,77,,,,,
U don't have laptop?,,20,,,,,
Ok lower level 1.,,17,,,,,
"Go there n wait lor, what else?",,31,,,,,
"Not the same. U r correct. In other words, section is formed when udraw 2 lines from centre of circle, while segment is formed when udraw any one line cutting the circle, but not passing thru thecentre.",,202,,,,,
fang so I see u tml  <#>  right?,,32,,,,,
Ok cya tml then thanks,,22,,,,,
No problem gd nite!,,19,,,,,
"Wah u changed number isit? I cant make it this coming sat leh, got acousin's wedding to attend.",,95,,,,,
"Lidat still need to go all the way back home, bath, dress up and gowith mother leh. Morning I probably 'running my car' at your duck tourarea also.",,147,,,,,
I've just reached.,,18,,,,,
Wanna eat dinner at west coast?,,31,,,,,
Ok,,2,,,,,
くにでにほんごをべんきょうしましたか。means did i study jap in my country? Or did Istudy japan's jap?,,82,,,,,
Thats just stupid if u ask in the context of a jap lesson. So muchabt being a context language.,,95,,,,,
Yea better not update later become non genuine again.,,53,,,,,
Its stupid when u ask this qns in a jap laj <#>  class to asingaporean student in the class.,,92,,,,,
"Haha whatever it is, its still stupid to ask us in the assignment.The last part of the assignment always ask personal qns, but dontexpect a real personal ans.",,158,,,,,
"No la got run car in the morning n afternoon, at night going tocousin wedding and I don't like ubin.",,100,,,,,
Tml 8+ korean bbq u know right? If nothing go wrong.,,52,,,,,
U wanna get a nice drink at starbucks or coffeebean at west coastlater? Suddenly got craving for it.,,100,,,,,
Ok,,2,,,,,
Go to walk there isit? Take ur time a bit hor.,,46,,,,,
Where?,,6,,,,,
"ID <#> KP. Monday after 5pm, sat night, or sunday preferred. Rate:<#>  per hr negotiable.",,89,,,,,
Haha no la later eat korean bbq no?,,35,,,,,
Ok,,2,,,,,
"Dunno if can go earlier or not, doesn't even look like there's gonnabe any run today.",,85,,,,,
Maybe 5pm leh,,13,,,,,
"Korean bbq we bring forward to  <#> , u wanna come or not?",,58,,,,,
"Eh we pushing the bbq to 5pm since no run, u free?",,50,,,,,
"Confirmed hor, all can make it except ger.",,42,,,,,
Jennifer anniston more attractive la.,,37,,,,,
Sure. What time will it be convenient for u?,,44,,,,,
Ok can. Missed that in the previous sms. Can.,,45,,,,,
so tml @  <#> ? Tml  <#> am will be better for me.,,50,,,,,
Ok sure sunday  <#>  is fine.,,29,,,,,
Cybermind  <#> gb  <DECIMAL> in buffalo hdd. Also considering buyinganother seagate expansion  <DECIMAL> in 1or <DECIMAL> tb if theyconsider selling both together cheap.,,169,,,,,
"Buffalo is  <#> , not sure abt the seagate. Ask only lor, if notprobably wait a while for pc show or something in march. I likedcybermind though. Thanks har.",,157,,,,,
"They have been nice to me leh, the boss I think. So far my fren and Ithe hdds buy from them nothing wrong, unlike best bargain. If hdd rma,can bring to them instead of factory also, which is nearer for meconsidering the factory is at changi. N their price is the lowest.",,270,,,,,
U got ask ur boss abt wheels lifting up?,,40,,,,,
Wont be able to make it as I have lessons from  <#> am-2pm.,,59,,,,,
ok,,2,,,,,
Okok can no worries.,,20,,,,,
"I dont think there's any, that's y we ask u all to go buy ones thatcan fit in.",,78,,,,,
Eh the bigger the better.,,25,,,,,
U wouldn't want to eat ishimura now right?,,42,,,,,
I can come earlier to help load the car if need be.  <#> ?,,58,,,,,
Ok,,2,,,,,
"Hi rebecca, so do u need tuition tml, or maybe wed?",,51,,,,,
わかりました。どうも。,,11,,,,,
Can sure all the best for ur test!,,34,,,,,
Ok sure c u!,,12,,,,,
"Drop here for what? Not like we in contact with them also. He wantscan la, just tell him to contact me directly la.",,115,,,,,
<#>  eat nuggets and drink free milo?,,37,,,,,
"I not in dl, meet at macs directly?",,35,,,,,
Phark now I go there the milo truck closed. Cheat my feelings.,,62,,,,,
Oh that 1 anything lor. Maybe I eat in lecture?,,47,,,,,
Cb and the 1 for 1 nuggests ran out.,,36,,,,,
U mean it started before today?!,,32,,,,,
Macs got 1 for 1 leh,,20,,,,,
Macs got 1 for 1 leh,,20,,,,,
Whole sg. Just flash electronic coupon on phone. Google.,,56,,,,,
"Burgers, nuggets, mcwings",,25,,,,,
Its not m1 or what. Just google. or u go macs ask the person beside uden use ur hp to take photo or something.,,110,,,,,
Macdonald 1 for 1 I buy double mcspicy eat already now my stomach churning.,,75,,,,,
"No no I ate 1 only, the other 1 yuhui eat. 1 enough to laosai lor.Wanted to buy nuggets but sold out.",,101,,,,,
"Anyway its nationwide,though nus even cheaper.",,46,,,,,
eat 2 maybe need to go nuh already,,34,,,,,
Go imm lor. I want to go buy nuggets. Nus sold out.,,51,,,,,
"Haha 1 for 1 leh, new burger is new burger, now I trying my luck atjp mac for nuggets. Maybe not a lot of ppl know, not like nus.",,129,,,,,
"I'm wrong man, Everybody knows abt the 1 for 1 deal. Jp macssupercrowded and everybody buying nuggets.",,102,,,,,
"Everything is fried la, what quality u want?",,44,,,,,
"Fk la I no luck, I reached here ppl still have nuggets, reached myqueue just nice no more. Not fated sia, same as in nus.",,121,,,,,
Apparently I not kiasu enough.,,30,,,,,
"Fk la I no luck, I reached Jurong point macs ppl still have nuggets,reached my queue just nice no more. Not fated sia, same as in nus.",,134,,,,,
Go all over sg on bike find nuggets la.,,39,,,,,
Sure no problem.,,16,,,,,
"front right calipers bolt very loose, esp the bottom one.",,57,,,,,
U still eating ah? Actually I can dabao yakun up ah.,,52,,,,,
Nvm la we at e4 btw.,,20,,,,,
"1) B <#> . 2) Alvin chia. 3) mechanical engineering. 4) Sat morning,night or sunday.",,84,,,,,
"A bit late, but maybe swim tml?",,31,,,,,
"This coming fri morning u free? But I cant confirm yet, just asking uin advance.",,80,,,,,
Oh I thot is tue and fri.,,25,,,,,
Yea me too. Go queensway someday lor. Near my school.,,53,,,,,
Yesh?,,5,,,,,
Oh wrong call.,,14,,,,,
Yes? I lesson from  <#>  today.,,31,,,,,
Yo tml is okay.  <#>  again?,,28,,,,,
"Eh I'll be late, about  <#>  lidat.",,35,,,,,
Yup here already.,,17,,,,,
Yea isit? I reached the tutorial room nobody?,,45,,,,,
"Nvm la relax we haven't been able to go through all the topicsrequired for that test also, like periodic table. How's physics?",,126,,,,,
"Don't brood on the past so much, just think of doing better. If uwant to start now, make your own notes! Also, small test make a bit ofmistake den cost a lot of marks, major test normally better.",,195,,,,,
No problem enjoy ur weekend!,,28,,,,,
If u want the burger after ur lesson I can take 1. Now dam hungry.,,66,,,,,
Haha k,,6,,,,,
U will only be needong tuition for sunday right?,,48,,,,,
Needing,,7,,,,,
Ok can.,,7,,,,,
Count me in.,,12,,,,,
Call me when u reached dl.,,26,,,,,
Nvm nothing already. Needed help registering for the automation project.,,72,,,,,
I come at  <#>  on monday pass u the parts n where to mask?,,59,,,,,
"Ah very easy 1 la, we see how lor.",,34,,,,,
Hi do u normally study alone or with friends?,,45,,,,,
"hmm actually me too. Then in that case, can I ask u out for dinner?",,67,,,,,
Wah why not?,,12,,,,,
"Sorry for the late reply. Was giving tuition. Dinner very short onela, but nvm.",,79,,,,,
"Ok la so u better than average! kWh x  <#>  x  <#>  x  <#>  = joules,which is a unit of energy.",,95,,,,,
Milo van at central forum,,25,,,,,
I think I drank 7 cups.,,23,,,,,
Last week u told me I go there at 4 its closed already.,,55,,,,,
Oh ok I come back and take!,,27,,,,,
Shldnt be a problem but I do have a mid term test on thursday.,,62,,,,,
U mean nx wed instead. Shld be fine.,,36,,,,,
Tml u wanna go or not? I got my eyes on what I want already.,,60,,,,,
They just left only.,,20,,,,,
They were waiting for hongwee or something.,,43,,,,,
Eh want to go or not?,,21,,,,,
"No la they at run now, don't think will drag so long la.",,56,,,,,
"Don't go ss tutorial la. Pk there mah, somemore qns same what.",,62,,,,,
Fujitsu hdd ok?,,15,,,,,
Eh must see fsae got things to do or not lor.,,45,,,,,
U dowan to go? Take bus lor.,,28,,,,,
Tml got run?,,12,,,,,
Tml morning u free for tennis?,,30,,,,,
Oh ok,,5,,,,,
To9 tia?,,8,,,,,
I never see ur 1st sms until now. Just came back school then nothing to tiak.,,77,,,,,
"Bought 2 hdds, both usb3.",,25,,,,,
"Tml shld be okay, later talk to u on msn.",,41,,,,,
Nope. I go home liao lo. Abt tml I talk to weeann later.,,56,,,,,
Talk online. JuZ reached home.,,30,,,,,
"Acer is indeed wd inside and just now all of them were at it fair, not in sch.",,78,,,,,
Yea they went there from promenade. Usb3 nowhere near  <#> times la.<DECIMAL> in was abt  <DECIMAL> times.,,106,,,,,
"Yea. For the  <DECIMAL>  in one.  For whatever reason I cant get the<DECIMAL> in to work at usb3. Buffalo internally also write buffalo,so I dunno which manufacturer.",,166,,,,,
"Ok I got the buffalo to work. Didn't plug in wire properly soadditional pins for usb3 weren't detected so it was detected as usb2.Speed also funny leh. Both  <DECIMAL>  and  <DECIMAL>  fasteststagnant speed is  <#> , but they are mostly at  <#>  most of thetime.",,262,,,,,
"A bit irregular though. Sometimes over  <#> , I think must rundiagnostics to truly determine. W7 the transfer speed there far fromaccurate. 1 thing for sure its much faster than usb2, so worth theextra bucks.",,208,,,,,
Got mediafire mah. Find 1 more guy leh.,,39,,,,,
Wee ann says  <#>  meet in school?,,34,,,,,
"That's sort of an aasics sales at safra Jurong, not much stuff but Iguess can get relatively cheap aasics sport shoes.",,118,,,,,
Pc cluster lower level.,,23,,,,,
Wanna eat dinner together to9?,,30,,,,,
Ok. U very incoherent eh,,24,,,,,
"Eh I forgot. We picked up eunice's water bottle, its with me. Pass itback to her or somerhing?",,94,,,,,
Yup can.,,8,,,,,
"She sit alone in material lecture, left there shld be hers la. Polky dots 1.",,76,,,,,
Yea okay.,,9,,,,,
Any idea where my bolts are? Not in my desk and not in any of theboxes. Its in a plastic bag. Then all ziploocs.,,112,,,,,
Nvm found it.,,13,,,,,
"Hi Gerrick, your phy tutor Alvin here. Can we have our tuition at<#> pm this monday? something crop up at last min for me.",,122,,,,,
hi could we have the tuition on friday as usual? Mean no tuition this wed.,,74,,,,,
Want to eat lunch at west coast at 1? Want to eat the chicken rice.,,67,,,,,
Ok.,,3,,,,,
Ok thanks.,,10,,,,,
"ID <#> K. Hi I'm interested in this assignment. Tue  <#>  preferred.Sunday will be best, if possible.",,101,,,,,
"If u wanna go imm tml I don't mind going, need to grab some stufflike formal shirt.",,83,,,,,
Ok,,2,,,,,
"Nope. got email, got deadline?",,30,,,,,
"Can resend me the mail. I didn't really see it. I try to do by todaylor, got quite a lot of stuff to do today. 2 projects deadlineapproaching.",,142,,,,,
Ok thanks!,,10,,,,,
Ok can.,,7,,,,,
Ok,,2,,,,,
I duuno where's that actually. 2nd floor?,,41,,,,,
Eh u sms wrong person,,21,,,,,
No worries.,,11,,,,,
Hi good morning? Did u get my last message? How about we just has iton friday as usual?,,87,,,,,
Ok,,2,,,,,
Oh. Ok. Den I throw away le.,,28,,,,,
"Hi I'll be about  <#> mins late, is that alright?",,49,,,,,
Nvm I think I can make it in time.,,34,,,,,
Ok can.,,7,,,,,
Ok no problem. Get well soon!,,29,,,,,
"Ok sure, but can we have it sunday instead? This sat I have something on.",,73,,,,,
"Ok sunday is fine. Thursday is fine after 4pm, if u need.",,57,,,,,
Ok can.,,7,,,,,
"Okay! Just to confirm, O level physics and chemistry correct?",,61,,,,,
Alright.,,8,,,,,
"Tml I free, u wanna do project?",,31,,,,,
I meet u  <#>  then. I'll ask pk.,,33,,,,,
Pk tml u free  <#>  to do eg?,,29,,,,,
Where r u ah?,,13,,,,,
Ok,,2,,,,,
Tml not meeting ah?,,19,,,,,
Tml tennis?,,11,,,,,
"Not really, I got ample info, more like need to choose what we wantand link up the parts together.",,98,,,,,
"Yea, he haven start doing yet.",,30,,,,,
He safety wiring now.,,21,,,,,
"I doing my part now, more or less I know what to write, just need todiscuss with every1 for how complex abdomen make sure all parts rcoherent.  <#>  u want or not? Lidat can make jaime come out withsomething lor.",,212,,,,,
Ok can thanks!,,14,,,,,
Hi sorry I wont be free this period of time. Will the original timingbe okay? I can bring it to  <#>  if u like it to be earlier.,,129,,,,,
Yea both ok see u then.,,23,,,,,
Tml we used the tutorial time for our pro? I got lesson at  <#>  butu can meet up with pk from 2 onwards?,,105,,,,,
Alright thanks.,,15,,,,,
"Ok nvm then. Anyway lets finish the report by this wkend, reallydragging on too long.",,85,,,,,
Hi have you gotten better? Do u want a makeup lesson or we just carryon usual coming tue?,,89,,,,,
I'm here,,8,,,,,
We at pc cluster on top.,,24,,,,,
U free tml night?,,17,,,,,
"Make it the whole day, free or not?",,35,,,,,
Tml afternoon u not free for lunch buffet right?,,48,,,,,
"Before project, buffet? But now got 3 ppl, need even number.  <#>  to <#> . Maybe can ask kongtat? U got access to internet?",,124,,,,,
U got access to internet? If possible can call furuma ask nettedprice lunch/dinner wkday/wkend and uob debit card ok or not? I givingtuition. Tml maybe can go if I find 1 more person.,,183,,,,,
Tiffany.,,8,,,,,
Ok,,2,,,,,
Nvm cannot already. They want to do stupid tech inspection,,58,,,,,
"Nvm la next time. Tml do eg in sch, but I not sure when we free.",,64,,,,,
Eh u got receive my msg or not?,,31,,,,,
Yea. But pk kena mobilization.,,30,,,,,
"I anything 1, though I think msn end up wont finish by today. I'm inschool la, pk will be coming to sch also la, just dunno what time.Stupid thing is that I dunno what fsae is up to now. So tell u comelater I cant go off also.",,226,,,,,
Actually I now also can la. I'm just going to go off until they tellme its impt enough to go back.,,98,,,,,
"If u managed to come school b4  <#> , come eat macs breakfast leh.",,66,,,,,
"Haha u nv notice I use the word 'come', means I eating macs now.",,64,,,,,
Ok,,2,,,,,
When u finish mob tell me?  Wee ann and I have been doing eg projectfor the last 3 hrs. Might need to add in more details for challenger.,,137,,,,,
Ah ok. We still doing. Last 2 parts.,,36,,,,,
"I dunno? Fsae haven tech inspect leh, so sort of waiting for that too.",,70,,,,,
"I dunno, I at the pc cluster. U call them and ask? I asked bird theydoing static setup now and he nv deny got tech inspection later.",,132,,,,,
"Orh ok lor. Anyway we finished the mainbody already left 5 and 6,must be in 4 pages max. u see what we write in google doc then editaccording? Got some other stuff but hard to tell u lidat.",,189,,,,,
"We kenna chased out of pc cluster, we go home continue. Rmb link toethics hor.",,78,,,,,
U log on to msn?,,16,,,,,
Total pages only  <#> . Exclude cover page include references. Butplus formatting probably add about  <#>  pages more.,,118,,,,,
"wow that's fast! Thanks! If u think I'm going too fast, too slow, orgot any qns, pls ask. Whenever u encounter difficulty can just sms oremail me. My email is  <EMAIL> .",,169,,,,,
"Hi vincent I have something on this coming fri night, can we changeit to another time, say wed?",,95,,,,,
"Oh ya I forgot abt it. Sorry tml I ask, was giving tuition the whole day.",,73,,,,,
U there taking photo?,,21,,,,,
"Just finished lesson, coming oover now.",,39,,,,,
"U can take ur time, he's talking cock.",,38,,,,,
"Megaupload 4 person, each abt  <#>  ok or not?",,46,,,,,
"Megaupload 4 person, each abt  <#>  ok or not?",,46,,,,,
"Hi vincent I have something on this coming fri night, can we changeit to another time, say wed?",,95,,,,,
Eh we all okay with the mu acct. Last time I checked exchange rate issuch that  <#>  in total. Shldnt be far off la.,,116,,,,,
Yea. Yuhui paying paypal in euro. Den we pay him in sgd lor.,,60,,,,,
Yea. Yuhui paying paypal in euro. Den we pay him in sgd lor.,,60,,,,,
Yea no problem.,,15,,,,,
Ok,,2,,,,,
Ok thursday is fine. Is  <#>  okay?,,35,,,,,
"Userid is supperking, password is nusengine...sms to eugene pls...idun have his contact no...thanx...",,101,,,,,
Exact amount to pay?,,20,,,,,
Thur  <#>  is fine. I'm not free on friday. Thanks!,,51,,,,,
U there ah?,,11,,,,,
"Sorry I was in lesson. Yes I do give tuition for jc physics n maths,but I prefer to teach physics alone. May I know where you stay?",,131,,,,,
"Eh conversion rate a bit lower, exact amt was  <DECIMAL> . I'm inschool until 4 I think.",,88,,,,,
"Ok. So we r setting it at sunday  <#> . Forgot to ask, will it be a<DECIMAL>  or 2 hr session?",,94,,,,,
Yup alright!,,12,,,,,
Wtf the guest speaker us feng ping.,,35,,,,,
Yea.,,4,,,,,
Yea fking serious come if u want,,32,,,,,
Yea,,3,,,,,
"Pk I went home le, felt feverish. Msg me the changes for my stuff, if any.",,74,,,,,
Sure no problem.,,16,,,,,
"Hi ben I think my mum needs an appointment to extract tooth, anytimeafter ur exams?",,83,,,,,
Yea ok. I at west coast. Got good shorts 2 for  <#> .,,53,,,,,
Eh call us immediately after ur lesson.,,39,,,,,
This sunday earliest I can make it is 4pm..,,43,,,,,
Ok sure.,,8,,,,,
"Internal energy depends solely on state quantities, which are temp,pressure n volume. State achieved is therefore independent of theprocess. Its not just cyclic; u draw 2 points, A to B. U can haveinfinite paths reaching B, but once it is at B, the state of thesystem is defined.",,279,,,,,
By the way when do u want this week tuition to be? Sat I'll only befree late afternooon and sunday morning door night.,,118,,,,,
Tml morning need to come early to prepare anything for launch? If notI'll come at  <#>  or  <#>  le.,,100,,,,,
Ok thanks.,,10,,,,,
Yo sat is supposedly until what time ah?  <#> ?,,47,,,,,
Tml morning tennis ok?,,22,,,,,
"Eh sat u wanna meet what time? The biobiz thing supposedly until 2pmat chervons. So see u set a timing lor. Pc cluster open till 6 only onsat, if need be maybe 1 of us can bring laptop.",,185,,,,,
Oh ok. Scared it will be darn boring.,,37,,,,,
No problem.,,11,,,,,
"Among us u r the earliest already. Tell u slp in dl already, nearer.U can drive back to school tml night and sleep.",,115,,,,,
Eh don't 4get to bring the $ for megaupload tml so that I  can passto yuhui.  <DECIMAL> .,,89,,,,,
Shld be okay. If I'm late u all can start first anyway. U tell therest lor. I not in dl.,,88,,,,,
9am is okay?,,12,,,,,
Oh so how is 4pm on sunday?,,27,,,,,
"Oh, no other slots? Sunday morning or other wkdays are fine as well.",,68,,,,,
"If later, earliest will be abt 4pm.",,35,,,,,
"Haha I thought u don't go track? Anyway up to u, just do morepractice if u can k? I see u the week after next then.",,115,,,,,
"I wont be able to,  <#>  is the latest for morning. But I'll stillprefer 9 so that I have some buffer b4 my next appt.",,118,,,,,
"Haha k. I need to caution u also, ur sa1 not that far away, so dowork a bit harder, get gd results then can relax in peace during urjune holidays.",,146,,,,,
Ok sorry abt all that. Slp earlier on sat probably helps!,,57,,,,,
"Hmm for now yes, but normally my sat  <#> am is free except for this week.",,74,,,,,
Sure.,,5,,,,,
Lecture theatre 'ea'. Come quietly inside now.,,46,,,,,
Sure no problem.,,16,,,,,
"For the central limit theorem, each set is also a random variable sothe theorem still holds.",,92,,,,,
Woohoo:-) my first msg with the milestone:-) :-) :-),,52,,,,,
Lol its greeen monster on yrs? Haha its some baby face on mine. Wanot used to keyboard yet omg,,94,,,,,
Man android monster would be so much cuter!! I using xt. Awesome totally,,72,,,,,
Haahaha I am seriously in awe. Ye I will go explore first :-) :-) :-) :-) :-),,77,,,,,
Yay tmr got no tutorial I'm ponning hahaha,,42,,,,,
Thanks are you still thinking about queues lol.. sleep earlier hor good night!,,78,,,,,
Poke! Long time no talk! did u manage to recover data from ur broken laptop?,,76,,,,,
Haha celebrating my sis birthday with plum wine sia! you Neh? neversee u online these few days leh,,98,,,,,
Ohhh I see u busy bee. U also poke back what. Haha!,,51,,,,,
Wah lao eh u psst me on fb then u disappearr!!!!!!,,50,,,,,
Lol was it pang long who answered the question durring lsm lectture?I now watching webcast so funny lol,,103,,,,,
Hey babe! stop poking me lol,,28,,,,,
Lol okay I think I will reach at the same time as u,,51,,,,,
Middle right top,,16,,,,,
! gcgcgcgcgcccccccccccccccc,,27,,,,,
Lol thot u end at 1? Anyway u eating lunch b4 going?,,52,,,,,
Go there eat haha! U in sci?,,28,,,,,
Lol I took a2 since it came first lol,,37,,,,,
OMG desmond was from ny hahahahaha,,34,,,,,
Hahaha it's right there on his fb!!!,,36,,,,,
Yea I stalk u everyday too BEWARE,,33,,,,,
Haha you're totally in love with mz la,,38,,,,,
Haha you never know ;-),,23,,,,,
Lol but then again ur prince charming might be in front of you. Dontmiss the tree because of the forest :-P,,107,,,,,
3,,1,,,,,
Yes yes:-) haha dunno why they like Nel so much lol,,51,,,,,
Lol I trying to spread Pd to my frens everytime they talk abt koi Iwill chime in with gc;-),,91,,,,,
Gc not Pd lol,,13,,,,,
bubbleteaaaa!!!!,,16,,,,,
*sings the gc song*,,19,,,,,
Don't need lyrics it's not enough to describe e feelings lol,,60,,,,,
kimi no sei desu!!,,18,,,,,
Lol I wouldn't know of gc if not for u lor!! So it's your sei!!!,,64,,,,,
I am thankful muacks! just saying it's ur fault in a good way. Goodluck tmr!!! Sleep early!!,,92,,,,,
Aw now I feel like drinking gc Lol. Don't need I got no school tmrHAHA. and I slept for 4 hours aft I got home lol' damn breeks. Goodnight!,,139,,,,,
Hahaha congrats luna!!!!!!!! Don't tempt me leh!!!,,50,,,,,
Zzzzzzzzzzzzzzz!!!,,18,,,,,
Yep!! more like brunch Lol,,26,,,,,
Eh I will be at s <#>,,21,,,,,
No don't decompose!!!!!,,23,,,,,
Ok! Ending soon,,15,,,,,
I'm coming!!!,,13,,,,,
Hey heard your grandpa passed away... my condolences... anyway u needto tell the coordinator abt ur absence...,,110,,,,,
Na I told our ta liao... u need to tell zhang lei~,,50,,,,,
Lol go ivle she always makes the announcements one...,,53,,,,,
YES! I really gained weight hahaha!,,35,,,,,
HAHA I hope so too xD I'm eating dinper now LOL,,47,,,,,
3 I wonder where the red beans went to!,,39,,,,,
Lol I feel like I just got out of a fst lecture,,47,,,,,
Mummy I'm not eating lunch and dinner,,37,,,,,
Hello radiance here. Are u going to sofra soon?,,47,,,,,
Haha okay we're reaching soon,,29,,,,,
Ok there's six people here now,,30,,,,,
! :-),,5,,,,,
Haha kk. Happy birthday btw!,,28,,,,,
Hello! Seeing you reminds me of seeing you win some lucky draw lastmonth... there was a photograph of you in some OSA newsletter lol,,132,,,,,
Haha because got you that's why I read ma. Ok wait that doesn't makesense ahaha. Ya I wish I really gained  <#> kg though,,121,,,,,
Haha I already eat 4 pieces this morn! no I don't wanna get fat fromNOT exercising!! had a lesson at 8 then suddenly fire alarm so we zaolol!!! U gt meeting?,,157,,,,,
Was in science lol. Aye too bad couldn't talk. Haha stop mentioningthe  <#> kg! Must be more realistic lol,,106,,,,,
En en zao!,,10,,,,,
Woohoo I'm wearing the shirt you gave me :-) anyway why u sohappening just went korea then wanna go Europe lol,,110,,,,,
Hey I've reached. Wearing a yellow shirt.,,41,,,,,
Harow wo tao clementi le. ni dao le ke yi call wo.,,50,,,,,
ya but I passed something to a buyer ma so was here earlier lol,,63,,,,,
Hmm I'll ask around ba,,22,,,,,
"Glad to hear that! Great dealing with you. Take care and have fun, Jon!",,71,,,,,
Hmm don't have leh. K I currently at Macs now,,45,,,,,
Hahaha omg. I'm too full for dinner actually lol,,48,,,,,
I will guide you!!!,,19,,,,,
Eh wait I walking to cityvibe,,29,,,,,
Ok sure sure,,12,,,,,
Haha how much is it ah? I've always wanted to go too. But tooo ex lol,,69,,,,,
Hahaha no but it's coming... you up le?,,39,,,,,
Haha my bus is like ghost bus. we chatted until buses came Lol. Yepsure did. Hope u did too! Nice seeing you!,,109,,,,,
pei wo jiang hua cancer girlgirl! actually got tv show to watch la Ialready veteran liao can,,92,,,,,
Haha both also can. talk to u better than watch tv right. u haven'teven reached  <#>  yet what old sia! actually u look younger than Iplctured! What abt me lol,,159,,,,,
Haha okay la I don't find it out of the ordinary leh. I may be xiaozhi but my that thing is da zhi de lor!,,106,,,,,
I was talking about my abs la! what thinking you? Hehe I'm almosthome yay! I think u must have finished bathing liao right!,,123,,,,,
Haha sometimes really cannot tahan but bo bian leh. Actually guys getabs very easy de so can't compare ha. You gonna sleep soon? My sisusing bathroom lor zzz,,157,,,,,
Lol kk wan an en en! ya of course I have gmail. I using a google phone leh lol,,78,,,,,
"gmail.com, what's yours?",,24,,,,,
"Hi regarding the motorola q9h phone, I can deal at amk(preferred) ornovena. would you like to check out the phone? Wei qi.",,122,,,,,
Ya it's working fine but always good to check. U wanna deal now?,,64,,,,,
No problem. What time? I will be free after 2,,45,,,,,
Wait... if it's novena I can make it earlier... like  <DECIMAL> . ifnot will 2 be fine?,,87,,,,,
There is a tiny scratch on the screen. That's all. You can always take a look.,,78,,,,,
Nope.,,5,,,,,
I can meet after  <DECIMAL> ... what time wld you like?,,55,,,,,
Yep it's  <#> ... see you then.,,31,,,,,
You were right lor... ngan added some redundant stuff LOL,,57,,,,,
Ya don't worry about what she add ba...  actually I thought it wasfine already... if got time then talk more abt separation if not nvmla,,136,,,,,
Hahaha just smoke her!!!!,,25,,,,,
Traitor,,7,,,,,
Haha I know la :-P,,18,,,,,
I'm on my way from orchard by bus... dunno if will reach early butwill let you know,,83,,,,,
Haha I'm getting some gc love right now :-P,,43,,,,,
Ok I'm walking to mrt,,21,,,,,
Lol novenaz lorz,,16,,,,,
"I'm near ticket office, have u reached?",,39,,,,,
Ok sure. Red shirt btw.,,23,,,,,
Zai chi.. ni ne? I totally fell asleep just now sia! just woke uplol. U suddenly disappear!,,91,,,,,
Lol u now then sleep? Wan an babe!,,34,,,,,
Morning! I bet you are still asleep lol.,,40,,,,,
Lol you will get awakened by sms meh.,,37,,,,,
Wow that's amazing! did u sleep well?,,37,,,,,
Hmm I will be free after 2; can help you. U'll be at yih?,,57,,,,,
Lol what talking you?,,21,,,,,
Oh you were there ah nv see you sia,,35,,,,,
Zzz so sneaky one nv even say hi!,,33,,,,,
Lol bo liao la you,,18,,,,,
Wah lao I give u nice greeting then say I spoil ah. Sobs. Meanie!,,65,,,,,
Srsly? I said good morning to you and u say it spoils ur morning?Sigh I'm so sad.,,81,,,,,
The zhong dian is the first part. And how is the second part spoilish?,,70,,,,,
Oh you think too much. Just a filler!,,37,,,,,
Well just to make things clear that wasn't a suan. It was more alongthe lines of '你醒了吗:-)',,90,,,,,
Lol then don't say I spoil ur morn ma. Very harsh leh. I aiso gotfeelings de pls.,,81,,,,,
Omg I'm so sorry! I was asleep LOL,,34,,,,,
Lol alright I'm going out soon... u guys on top or below?,,57,,,,,
Probably  <#>  mins or so... depends on bus' mood haha.,,55,,,,,
Yep I'm waiting for the bus.,,28,,,,,
Oh great comp crashed,,21,,,,,
Lol you're online? Where hiding you!!!,,38,,,,,
Awww that sounds bad. Take care and good night! dang ran xiang ni la lol,,72,,,,,
Hmm isn't it in singjie's message? I believe it was cs <#> _cs <#>and wavewave,,78,,,,,
"Zao! don't understand how you feel but ""I'll stand by you""!",,59,,,,,
Omg I think I saw your cousin on the bus,,40,,,,,
Oops then prob wrong one,,24,,,,,
sentosa?,,8,,,,,
Hey lunch buddy where did you go?!,,34,,,,,
Guess I'm just blind~,,21,,,,,
Oh crap did I wake u up lol. U take care and get well soon man!,,63,,,,,
Oh maybe lor he's quite cute leh,,32,,,,,
Lol then marry him la,,21,,,,,
Haha this kind of thing hard to say. Aiya always happen in manga de what,,72,,,,,
Hai me. Dzee. Ni ne?,,20,,,,,
Waaaaa hao er. But no appetite. Should I eat macs lol?,,54,,,,,
Please la female writers also write all kinds of sick stuff. and uact rational nia. Don't pretend :-P,,101,,,,,
Lol now you really sound like a male hater. The males in your life dezui you izzit lol. Fine. Then tell me about the irrational thingsyou've done!,,146,,,,,
Yeah lor. Then you cannot consider yourself totally rational ma.Sometimes the most rational is the most irrational. Just like yourblog title lol.,,145,,,,,
Macs what. No appetite also can eat de ma. Haha! I got free coke sia.,,69,,,,,
Omg I just realised I have to take intro to bioinfo! it's a prereq toone of my cores wtf,,88,,,,,
Yep yep sure... cya then.,,25,,,,,
Good morning! or not? haha.,,27,,,,,
Hahaha weak la!,,15,,,,,
You will wake up one? Then it serves the purpose ma. didn't you sleep early?,,76,,,,,
amk mrt.,,8,,,,,
Yep see u.,,10,,,,,
