label,text,translated_text
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16","Chance final!Reivindique ur Å £ 150 no valor de vouchers de desconto hoje!Texto sim para 85023 agora!Savamob, membro oferece celular!T CS Savamob PoBox84, M263Uz.Å £ 3,00 subs 16"
ham,Ok lor wat time Ì_ finish?,Ok lor wat time ì_ termina?
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!","Princesa, eu gosto de fazer amor & lt;#& gt;vezes por noite.Espero que isso não seja um problema!"
ham,Mm i am on the way to railway,Mm estou a caminho da ferrovia
ham,i dnt wnt to tlk wid u,Eu não quero falar com você
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.","Terminei.Desculpe.Espero que seu próximo espaço lhe dê tudo o que você deseja.Lembre -se de que todos os móveis são seus.Se eu não estiver por perto quando você o move, bata todas as fechaduras e deixe a chave com Jenne."
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,"Ainda não.Eu gostaria de manter contato e será a maneira mais fácil de fazer isso de Barcelona.A propósito, como está a RU e como está a casa?"
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007","Apague sua multidão com uma coleção de Halloween da mensagem de logotipo da Nokia, além de um tom sinistro gratuito, um cartão txt assustado para 8007"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",Urgente!Ligue para 09066612661 do telefone fixo.Seu férias complementares de 4* tenerife ou Å £ 10.000 em dinheiro aguarda coleção Sae T&CS PO Box 3 WA14 2PX 150ppm 18+ remetente: Hol Oferta
ham,K.:)do it at evening da:)urgent:),"K.:), à noite, da noite :) urgente :)"
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,"Pansy!Você mora em uma selva há dois anos!É minha direção, você deve estar mais preocupado!"
ham,Mm have some kanji dont eat anything heavy ok,Mm tem um pouco de kanji não como nada pesado ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,Somente se você promete que está saindo o mais rápido possível.E você vai me enviar uma mensagem de manhã para me informar que você fez o OK.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,Lol isso é diferente.Não vou tentar encontrar todas as fotos da vida real que você já tirou.
ham,I dont thnk its a wrong calling between us,Eu não acho que seja um chamado errado entre nós
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,"K Ill Drink.pa Então o que fazer.Eu preciso do modelo SRS, por favor, envie -o para o meu e -mail ID PA."
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,"Aiyah e chuva como um grande leh.Se chuviscos, posso pelo menos correr para casa."
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,Eu tenho 2 consultas de documentos na próxima semana .:/ Estou cansado deles empurrando coisas de mim.Ugh Por que eu não poderia ter um corpo normal?
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b triste .. acabou .. dun thk abt já.Concentre -se em seus outros papéis k.
ham,"Greetings me, ! Consider yourself excused.","Saudações ,!Considere -se desculpado."
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,Nenhum drama pls. eu já tive o suficiente de você e da família enquanto estou lutando ao sol quente em um lugar estranho. Não é motivo pelo qual deve haver um ego de não ir 'se não for convidado' quando realmente é necessidade.
ham,they released another Italian one today and it has a cosign option,Eles lançaram outro italiano hoje e tem uma opção de Cosign
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget","Você está em mu?Você deve tentar descobrir quanto dinheiro todo mundo tem para gás e álcool, Jay e eu estamos tentando descobrir nosso orçamento de ervas daninhas"
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,"GANHADOR!Como um valor de rede valorizado, você foi selecionado para receber uma recompensa Å £ 900!Para coletar ligue 09061701444. Apenas 24 horas válidas.ACL03530150pm"
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,HCL Chennai requer calouros para processo de voz. Excelente inglês necessário..Call ms.suman & lt;#& gt;Para entrevista telefônica -Via indyarocks.com
ham,Dai what this da.. Can i send my resume to this id.,Dai o que este da .. posso enviar meu currículo para este ID.
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5","Eu sei onde o & lt;#& gt;é, eu estarei lá por volta de 5"
ham,Yup i've finished c Ì_ there...,"Sim, terminei C ì_ lá ..."
ham,Remember to ask alex about his pizza,Lembre -se de perguntar a Alex sobre sua pizza
ham,No da..today also i forgot..,Não da..Tody também eu esqueci ..
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry","Ola voltaria para você, talvez não hoje, mas eu disse a ele que você pode ser o link direto dele nos EUA para obter carros que ele faz lances on -line, você organiza o frete e obtém um corte.Ou você ?????Para uma parceria onde você ?????Invista dinheiro para o envio e ele cuida do resto! U?"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,"FWIW O motivo pelo qual estou apenas por aí quando é hora de fumar é que, devido ao gás, só posso me dar ao luxo de estar por perto quando alguém me diz para ser e isso aparentemente só acontece quando alguém quer iluminar"
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*","Olá, meu boytoy!Cheguei em casa e meu pensamento constante é de você, meu amor.Espero que você esteja tendo uma boa visita, mas mal posso esperar até você voltar para casa ...*beijo*"
ham,Congrats kano..whr s the treat maga?,Parabéns kano..whr é o tratamento maga?
ham,Who u talking about?,De quem você está falando?
ham,Yup...,Sim...
ham,Ok...,OK...
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...","Você já acorda?O que você está fazendo?Você nos pegando mais tarde rito?Estou tomando o SQ825, atingindo o ard 7 smth 8 como o dat.Você pode verificar a hora da chegada.C ya em breve ..."
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,Yunny estou andando no citylink agora - mais rápido desce ... eu estou com muita fome ...
ham,Er yep sure. Props?,Er sim com certeza.Adereços?
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc","Olá, você está pagando dinheiro em minha conta?Se sim, obrigado.Tive uma surpresa agradável quando verifiquei meu equilíbrio -u c, não recebo declarações 4 que acc"
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,"Você ganhou um Nokia 6230 mais uma câmera digital gratuita.É isso que você ganha quando você ganha nosso leilão gratuito.Para participar, envie a Nokia para 83383 agora.POBOX114/14TCR/W1 16"
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,"Ok, eu vou te enviar com & lt; decimal & gt;OK."
ham,Bognor it is! Should be splendid at this time of year.,Bognor é!Deve ser esplêndido nesta época do ano.
ham,Yes.i'm in office da:),Sim. Estou no escritório da :)
ham,"Sorry, I'll call later","Desculpe, vou ligar mais tarde"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,O pai de Joy é John.Então John é o nome do pai de Joy.Mandan
ham,Ok. I only ask abt e movie. U wan ktv oso?,OK.Eu só pergunto sobre o filme E.U Wan Ktv Oso?
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Missou seu número e estava enviando textos para o seu número antigo.Quer saber por que não ouvi de você este ano.Tudo de bom no seu MCAT.Recebi este número dos meus amigos de Atlanta
ham,"Sorry, I'll call later","Desculpe, vou ligar mais tarde"
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,"Não sei, Lei ... eu posso comer meu Frens ... se ì_ wan para comer, então espero 4 ì_ lar"
ham,"Sorry, I'll call later","Desculpe, vou ligar mais tarde"
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Entrada gratuita em nosso Å £ 250 Weekly Comp Basta enviar a palavra vitória para 80086 agora.18 T&C www.txttowin.co.uk
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","Diga isso lentamente.?Deus, eu te amo & amp;Eu preciso de você, limpe meu coração com seu sangue. Desenhe isso para dez pessoas especiais & amp;U C MILAGRE Amanhã, faça, por favor, por favor faça ..."
ham,Do u noe how 2 send files between 2 computers?,Você não é como 2 arquivos de envio entre 2 computadores?
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again","Mmmmm ... adorei acordar com suas palavras esta manhã!Eu também sinto sua falta, meu amor.Espero que seu dia corra bem e você esteja feliz.Eu espero que fiquemos juntos novamente"
ham,jay says he'll put in  &lt;#&gt;,Jay diz que vai colocar & lt;#& gt;
ham,Can you just come in for a sec? There's somebody here I want you to see,Você pode apenas entrar para um segundo?Há alguém aqui eu quero que você veja
ham,So the sun is anti sleep medicine.,Então o sol é o remédio anti -sono.
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,O que está acontecendo com você.Você conseguiu um emprego e iniciou o registro para residência permanente
ham,Yup ok...,Sim ok ...
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,"Que bom que correu bem :) Venha às 11, então teremos tempo de sobra antes de Claire trabalhar."
ham,Ok enjoy . R u there in home.,"Ok, aproveite.Está lá em casa."
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.","Você pode me enviar um e -mail sobre tudo o que você sabe sobre parentes que chegam para entregar aqui?Tudo o que você conhece sobre custos, riscos, benefícios e qualquer outra coisa.Obrigado."
ham,You do what all you like,Você faz o que você gosta
ham,That's y we haf to combine n c how lor...,É isso que tivemos que combinar n c como ...
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,O valor mensal não é tão terrível e você não pagará nada até 6 meses depois de terminar a escola.
ham,Hmmm:)how many players selected?,Hmmm :) Quantos jogadores selecionaram?
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.","Eles disseram que, se estiver neve, começará por volta das 20 ou 21:00!Eles estão prevendo uma polegada de acumulação."
ham,I dont. Can you send it to me. Plus how's mode.,"Eu não.Você pode enviar para mim.Além disso, como está o modo."
ham,Aiyo please Ì_ got time meh.,"Aiyo, por favor, ì_ tenho tempo meh."
ham,Package all your programs well,Pacote todos os seus programas bem
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.","Ela é nossa irmã .. ela pertence a 2 nossa família .. Ela está na esperança de amanhã .. Ore 4, que foi destinada a 4 D Shoranur Train Incident.Vamos manter nossas mãos unidas & amp;alimentado pelo amor & amp;Preocupação anterior 2 Sua dor & amp;dor.Pls se junta ao DIS Chain & amp;passe.Pare a violência contra as mulheres."
ham,So are you guys asking that i get that slippers again or its gone with last year,Então vocês estão pedindo que eu receba esses chinelos novamente ou se foi no ano passado
ham,Company is very good.environment is terrific and food is really nice:),A empresa é muito boa. O ambiente é fantástico e a comida é muito boa :)
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk","Text82228 >> Obtenha mais toques, logotipos e jogos de www.txt82228.com.Perguntas: info@txt82228.co.uk"
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,"Honestamente, acabei de fazer uma linda xícara de chá e imediatamente larguei minhas chaves e depois queimei os dedos tirando -os!"
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,"Sim, mas não estudando surf lor.Estou no modo preguiçoso hoje."
ham,Please sen :)my kind advice :-)please come here and try:-),"Por favor, envie :) meu conselho gentil :-) Por favor, venha aqui e tente :-)"
ham,I'm done. C Ì_ there.,Terminei.C ì_ aí.
ham,"Oh fine, I'll be by tonight","Oh tudo bem, estarei por esta noite"
ham,ÌÏ give me some time to walk there.,"""Me dê algum tempo para caminhar até lá."
ham,I'll reach in ard 20 mins ok...,Vou chegar em ARD 20 minutos ok ...
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)","Freemsg Você recebeu uma mini câmera digital gratuita, basta responder ao Snap para coletar seu prêmio!(QuizClub opt fora? Pare 80122300P/WK SP: RWM PH: 08704050406)"
ham,Fuck babe ... What happened to you ? How come you never came back?,"Foda -se, baby ... o que aconteceu com você?Como é que você nunca voltou?"
spam,This message is brought to you by GMW Ltd. and is not connected to the,Esta mensagem é trazida a você pela GMW Ltd. e não está conectada ao
ham,"Some friends want me to drive em someplace, probably take a while","Alguns amigos querem que eu os dirige em algum lugar, provavelmente demore um tempo"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,"Eu também é muito rápido ... XY sugiro um não eu.Você não quer que esteja tudo bem.Indo 2 Rain Leh, onde pegou GD."
ham,Are you still getting the goods.,Você ainda está recebendo as mercadorias.
ham,And maybe some pressies,E talvez algumas prensas
ham,"Yeah I am, so I'll leave maybe 7ish?","Sim, eu estou, então vou sair talvez 7ish?"
ham,K..k..i'm also fine:)when will you complete the course?,K..k..eu também estou bem :) Quando você vai completar o curso?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '","Sob o mar, existe uma pedra.Na rocha, há um envelope.No envelope, há um artigo.No jornal, há 3 palavras ... '"
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,Eu disse a ela que tive um Dr. Appt na próxima semana.Ela acha que eu vou morrer.Eu disse a ela que é apenas um cheque.Nada para se preocupar.Mas ela não ouviu.
ham,You in your room? I need a few,Você no seu quarto?Eu preciso de alguns
ham,I dont want to hear anything,Eu não quero ouvir nada
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,"Ei.Para mim, não há licença na sexta -feira.Espere, vou perguntar ao meu superior e te dizer .."
ham,Ultimately tor motive tui achieve korli.,"Em última análise, o motivo de Tui alcança Korli."
ham,From 5 to 2 only my work timing.,De 5 a 2 apenas meu tempo de trabalho.
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,"E não se preocupe, termos terminado em março û Ish!"
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel","A casa fica na água com uma doca, um barco enrolado com um apresentador de notícias que se envolve em flauta de jazz ao volante"
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Parabéns 2 videofones móveis 3G r seus.Ligue para 09063458130 agora!VideoChat Wid seus companheiros, jogue Jogos Java, Música Polifa Dload, Noline Rentl.BX420.IP4.5WE.150p"
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,"Seu próximo vídeo incrível xxx picsfree1 será enviado a você!Se um vídeo não for suficiente para o texto de 2 dias de volta, a palavra -chave PICSFREE1 para obter o próximo vídeo."
ham,Now thats going to ruin your thesis!,Agora isso vai arruinar sua tese!
ham,In sch but neva mind u eat 1st lor..,"Na escola, mas não importa, você come 1º Lor .."
ham,Hey whats up? U sleeping all morning?,"E ai, como vai?Você está dormindo a manhã toda?"
ham,Erm. I thought the contract ran out the4th of october.,Erm.Eu pensei que o contrato acabou em 4 de outubro.
ham,I dunno until when... Lets go learn pilates...,Não sei até quando ... vamos aprender Pilates ...
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U está inscrito no melhor serviço de conteúdo móvel no Reino Unido por Å £ 3 por dez dias até você enviar parada para 83435. Helpline 08706091795.
ham,Yup i'm elaborating on the safety aspects and some other issues..,"Sim, estou elaborando os aspectos de segurança e alguns outros problemas."
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 textos de tarô grátis!Descubra sobre sua vida amorosa agora!Tente 3 de graça!Chance de texto para 85555 16 apenas!Após 3 grátis, msgs Å £ 1,50 cada"
ham,"Goodmorning, today i am late for 1hr.","Goodmorning, hoje estou atrasado por 1 hora."
ham,Hi happy birthday. Hi hi hi hi hi hi hi,Oi feliz aniversário.Oi oi oi oi oi oi oi
ham,I will be outside office take all from there,"Estarei fora do escritório, tire tudo a partir daí"
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,"Se você não responder, ima suponha que você ainda está dormindo e ima começo a chamar n merda"
ham,"Aight, see you in a bit","Aight, vejo você daqui a pouco"
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),"Meu superior informando que sexta -feira é licença para todos os outros departamentos, exceto o nosso :), então será deixado para você :) De qualquer maneira, ligue para Waheed Fathima HR e o conforme :)"
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Junte -se ao serviço de cachorrinho mais excitado do Reino Unido e você pode fazer sexo 2nite!.Basta se inscrever e seguir as instruções.TXT Entrada para 69888 agora!Nyt.ec2a.3lp.msg@150p
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,Lol eu tenho que aceitar.Membro como eu disse que meu fluxo de tia não visitou por 6 meses?É porque eu desenvolvi cistos ovarianos.BC é a única maneira de encolhê -los.
ham,Still work going on:)it is very small house.,Ainda trabalho em andamento :) É uma casa muito pequena.
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?","Meu amigo acabou de chegar aqui e diz que está aumentando seu pedido em alguns gramas (ele tem $ & lt;#& gt;), quando você pode chegar aqui?"
ham,Tmr timin still da same wat cos i got lesson until 6...,TMR timing ainda da mesma maneira porque eu recebi lição até 6 ...
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!","Isso é a coisa com macacos, você pode lutar até a morte para manter alguma coisa, mas no minuto em que eles têm quando você soltou, é isso!"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"Sunshine Quiz Wkly q!Ganhe um dos melhores jogadores da Sony DVD se você sabe qual país o Liverpool jogou no meio da semana?TXT ANSR a 82277. Å £ 1,50 sp: Tyrone"
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,"Não, eu não vou conseguir.||Aviso tarde demais.||De qualquer forma, estarei em casa em algumas semanas.||Quais são os planos"
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...","Tenho Fujitsu, IBM, HP, Toshiba ... tenho muito modelo como dizer ..."
ham,Okie... Thanx...,Okie ... Thanx ...
ham,"Gosh that , what a pain. Spose I better come then.","Puxa, que dor.Só eu venho melhor então."
ham,"As usual..iam fine, happy &amp; doing well..:)","Como sempre ... bom, feliz & amp;indo bem .. :)"
ham,Okie,Okie
ham,So when you gonna get rimac access ,"Então, quando você vai obter acesso ao Rimac"
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""","\ Estou em um restaurante comendo lulas!Eu estarei fora por volta das 10:30 quero fazer algo ou é tarde? \ """" """
ham,You call times job today ok umma and ask them to speed up,Você liga para o tempo de trabalho hoje ok umma e pede que eles acelerem
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""","\ Olá u.calt Quando você terminar o wrk.ia que me encontre com todos os tonite, pois preciso de uma pausa nos livros.Fiz 4 horas no último dia+2 hoje de wrk! \ """""
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,"Execute o SAP um no outro.Se nos encontrarmos, podemos ir 2 minha casa"
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,":-) sim!Lol.Felizmente, eu não tinha um papel principal como você!"
ham,Hello madam how are you ?,"Olá senhora, como você está?"
ham,"Awesome, text me when you're restocked","Incrível, me mande uma mensagem quando você estiver reabastecido"
ham,"As usual..iam fine, happy &amp; doing well..:)","Como sempre ... bom, feliz & amp;indo bem .. :)"
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,"Knock txt, que está lá para 80082 para entrar na Weekly Draw 4 a Å £ 250 VoUcher de presente 4 Uma loja de YR Choice.T & cs www.tkls.com AGE16 TO STOPTXTSTOPå £ 1,50/semana"
ham,Yes. It's all innocent fun. O:-),Sim.É tudo diversão inocente.O :-)
ham,Thanks for sending this mental ability question..,Obrigado por enviar esta pergunta de habilidade mental ..
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.","Senhor, espero que seu dia esteja indo bem.Eu realmente esperava que não teria que incomodá -lo com isso.Tenho algumas contas que não posso liquidar este mês.Estou fora de todo dinheiro extra.Eu sei que este é um momento desafiador para você também, mas tenho que informar você."
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2Marrow apenas.Wed at & lt;#& gt;a 2 aha.
ham,I went to ur hon lab but no one is there.,"Eu fui ao seu Hon Lab, mas ninguém está lá."
ham,I cant pick the phone right now. Pls send a message,"Não posso escolher o telefone agora.Por favor, envie uma mensagem"
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,Ei pple ... $ 700 ou US $ 900 por 5 noites ... excelente localização wif breakfast cestper !!!
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Encaminhado de 21870000> Oi - Este é o seu alerta de SMS de mensagens de caixa de correio.Você tem 40 partidas.Ligue para 09056242159 para recuperar suas mensagens e corresponder CC100P/min
ham,How come?,Por quê?
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,"Lol!Nah não foi tão ruim, obrigado.É bom para B Home, mas tem sido uma verificação de realidade.Como está seu dia?Você fez alguma coisa com o site?"
ham,Ok lor...,Ok lor ...
ham,I'm coming home 4 dinner.,Estou voltando para casa 4 jantar.
ham,S da..al r above  &lt;#&gt;,S Da..al r acima & lt;#& gt;
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","Tom de toque livre apenas texto \ polys \ ""a 87131. Em seguida, todas as semanas recebem um novo tom."
ham,Unni thank you dear for the recharge..Rakhesh,Unni obrigado querido pela recarga..rakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,"Eu sei que estou faltando na maioria desses detalhes desse dramastorm em particular, mas na maioria das vezes não estou preocupado com isso"
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,Haha ... eles não podem o que ... na maior parte do TMR ... haha então como?
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!","Ei!Que bom que você está melhor agora.Eu ouço que você me tratou de uma câmera digi, isso é bom?Nós estamos fora às 21:00.Tenha um Fab Ano Novo, C U em duas semanas!"
ham,No way I'm going back there!,De jeito nenhum eu vou voltar para lá!
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENTE!Seu celular no 077xxx ganhou um £ 2.000 Bonus Chamler Prize em 02/06/03!Esta é a segunda tentativa de alcançá -lo!Ligue para 09066362206 o mais rápido possível!Box97n7qp, 150ppm"
ham,I WILL CAL YOU SIR. In meeting,Eu vou te chamar de senhor.Na reunião
ham,"That's what I love to hear :V see you sundayish, then","Isso é o que eu amo ouvir: v te vejo domingo, então"
ham,"Sorry da thangam, very very sorry i am held up with prasad.","Desculpe da Thangam, muito desculpe -me com Prasad."
ham,Tiwary to rcb.battle between bang and kochi.,Tiwary para rcb.battle entre Bang e Kochi.
ham,Thank god they are in bed!,Graças a Deus eles estão na cama!
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,"Não, eu não tenho câncer.Mães fazendo um grande negócio em um check -up regular, também conhecido como mancha de papai"
ham,Am in gobi arts college,Estou na faculdade de artes gobi
ham,Why she wants to talk to me,Por que ela quer falar comigo
ham,Pandy joined 4w technologies today.he got job..,Pandy ingressou na 4W Technologies hoje. Ele conseguiu emprego ..
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","Você tem garantia do último telefone Nokia, um MP3 player de 40 GB ou um prêmio £ 500!TXT Word: Colete ao NO: 83355!IBHLTD LDNW15H 150P/MTMSGRCVD18"
ham,"They can try! They can get lost, in fact. Tee hee","Eles podem tentar!Eles podem se perder, de fato.Tee hee"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Oi!Você acabou de falar com Maneesha V. Gostaríamos de saber se estava satisfeito com a experiência.Responder pedágio gratuito com sim ou não.
ham,My friends use to call the same.,Meus amigos costumam chamar o mesmo.
ham,"Sorry, I'll call later","Desculpe, vou ligar mais tarde"
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing","Em, seu Olowoyey@ USC.edu se divertem muito na Argentina.Não é triste com o secretário, tudo é uma bênção"
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",É uma mensagem de texto .... Tipos Argh OK!Lol!
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.","Oi, posso, por favor, obter A & lt;#& gt;empréstimo de dólar seu.Eu pagará você de volta em meados de fevereiro.Pls."
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management","Você pode querer retirar mais apenas por precaução e planejar não gastar se puder, não tenho muita confiança no gerenciamento de dinheiro de Derek e Taylor"
ham,Do you like shaking your booty on the dance floor?,Você gosta de sacudir seu saque na pista de dança?
ham,"Text me when you get off, don't call, my phones having problems","Me mande uma mensagem quando você sair, não ligue, meus telefones tendo problemas"
ham,No need for the drug anymore.,Não há mais necessidade da droga.
